,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
1358,1358,Anil Cherukara,@Anilcherukara,2023-01-14T18:31:23.000Z,"Anil Cherukara
@Anilcherukara
·
15 Jan","#Joshimath 

Is an act of God 

Because we chose to communalise 

#Haldwani 

It is #Karma it won’t wait long these days 

We have to see both are disasters and give dignity to the affected citizens
101",,,,,['https://pbs.twimg.com/media/Fmc_-yeWYAAVSeh?format=jpg&name=small'],https://twitter.com/Anilcherukara/status/1614329346885402624,PERSON,male,"{'neg': 0.124, 'neu': 0.762, 'pos': 0.114, 'compound': -0.1027}",-0.1027,neg
1360,1360,Kailash Kumar,@kailash125125,2023-01-14T18:00:34.000Z,"Kailash Kumar
@kailash125125
·
14 Jan","#Joshimath #sank by five #centimetres in 12 days between #December & #January, show #ISRO images

Uttarakhand’s Joshimath town sank by 5.4 centimeters between December 27 and January 8, images released by the Indian Space Research Organisation showed, reported PTI.
2
2
76",,,2.0,2,['https://pbs.twimg.com/media/Fmc46CCWAAAZrp7?format=png&name=360x360'],https://twitter.com/kailash125125/status/1614321589738418176,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1362,1362,amrish yash,@amrishktrivedi,2023-01-14T17:58:32.000Z,"Amrish Yash
@amrishkatrivedi
,
14 Jan","NTPC project under siege regarding Joshimath
#Joshimath #ntpc #Uttrakhand
zeenews.india.com
Joshimath Sinking: Joshimath sinking due to NTPC tunnel? Modi government breaks silence on allegations
In the midst of the Joshimath crisis, questions are being raised on the construction of the tunnel for the Tapovan Vishnugad project of the National Thermal Power Corporation. Ministry of Energy has written a letter to the Government of Uttarakhand
1
65",,,,1,['https://pbs.twimg.com/card_img/1614180225210023938/VEvb7IbK?format=jpg&name=small'],https://twitter.com/amrishktrivedi/status/1614321078448574464,PERSON,male,"{'neg': 0.06, 'neu': 0.909, 'pos': 0.031, 'compound': -0.4588}",-0.4588,neg
1366,1366,Max Fury,@NamoNamay1,2023-01-14T17:28:10.000Z,"Max Fury
@NamoNamay1
·
14 Jan","Why is #Joshimath images removed by 
@isro
?

What is it that scares the center: PR Machinery which is already  or their image. This shithousery will cost a lot in the long run.
#joshimathsinking
109",🗑,,,,[],https://twitter.com/NamoNamay1/status/1614313436107911169,PERSON,male,"{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.34}",-0.34,neg
1368,1368,The Hindu,@the_hindu,2023-01-14T17:00:16.000Z,"The Hindu
@the_hindu
·
14 Jan","Located on Badrinath National Highway (NH-58), residents of #Selang said they are scared and the #Joshimath crisis has only deepened their fears. The villagers hold the construction of NTPC's Tapovan-Vishnugad hydel project responsible for their plight.
thehindu.com
Uttarakhand: Selang village is going Joshimath way, say locals
Located on Badrinath National Highway (NH-58), residents of Selang said they are scared and the Joshimath crisis has only deepened their fears.
3
28
5,728",,,3.0,28,['https://pbs.twimg.com/card_img/1614306422577135618/D4S2niru?format=jpg&name=small'],https://twitter.com/the_hindu/status/1614306416625319937,PERSON,male,"{'neg': 0.231, 'neu': 0.742, 'pos': 0.027, 'compound': -0.9538}",-0.9538,neg
1369,1369,Yuvraj Singh Mann,@yuvnique,2023-01-14T16:55:35.000Z,"Yuvraj Singh Man
@yuvnike
,
14 Jan","Flash: 

The NDMA said people associated with them should not interact with the media and share data on social media regarding the ground subsidence in Joshimath, where cracks have developed in buildings and other infrastructure.

#NDMA #Joshimath #Uttarakhand #media
1
1
71",,,1.0,1,[],https://twitter.com/yuvnique/status/1614305235320856586,PERSON,male,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.296}",0.296,pos
1384,1384,Sahil Prasad,@laxmi407,2023-01-14T15:32:43.000Z,"Sahil Prasad
@laxmi407
·
14 Jan","This is what happens when media becomes mouthpiece of govt instead of people. #Joshimath residents had been complaining about cracks for years but media busy with Hindu muslim agenda and Modi propaganda, never echoed their voices.
2
6
348",,,2.0,6,[],https://twitter.com/laxmi407/status/1614284381639815171,PERSON,male,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
1386,1386,Ambuj Mishra,@Ambujmishra9090,2023-01-14T15:30:10.000Z,"Mobj Muasher
@embugmichras090
·
14 Jan","This video of Sushma Swaraj went viral in the midst of Joshimath tragedy, everyone should listen!
#joshimathsinking 
#Joshimath
2
14
31
1,552",😳,2.0,14.0,31,['https://pbs.twimg.com/ext_tw_video_thumb/1614283396288745473/pu/img/sv5sTrNBZkIoPHWp.jpg'],https://twitter.com/Ambujmishra9090/status/1614283741454823429,PERSON,male,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.69}",-0.69,neg
1387,1387,Poet Agathiyan,@Aswattaman,2023-01-14T15:10:27.000Z,"Poet Agathiyan
@Aswattaman
·
14 Jan","I absolutely support the Central Govt on its gag order on #Joshimathcrisis 

When Govt and people are battling a crisis, it is NOT for the Media to spread panic and rumours but cooperate with Govt by following its orders.

Press freedom is not primary always!

#Joshimath
Hazard Busters
@HazardBusters
·
14 Jan
Had to remove our tweet on #Joshimathcrisis following an advisory from the government. Our prayers are with the residents of #Joshimath and we will continue to understand the ongoing situation from the science point of view !
95",🙏,,,,['https://pbs.twimg.com/profile_images/1608724283211272192/Jt9lwqhm_mini.jpg'],https://twitter.com/Aswattaman/status/1614278778938851329,PERSON,male,"{'neg': 0.089, 'neu': 0.83, 'pos': 0.081, 'compound': 0.5316}",0.5316,pos
1390,1390,Uttam Hindu,@DailyUttamHindu,2023-01-14T15:05:56.000Z,"A good Hindu
@dilutetamhindu
·
14 John","Release of data of Joshimath stopped, ISRO removed photos
#Joshimath #ISRO #Pics #Data
@isro
 #Uttarakhand
uttamhindu.com
Release of data of Joshimath stopped, ISRO removed photos
North India's Leading Hindi Newspaper
54",,,,,['https://pbs.twimg.com/card_img/1614268145367420933/29Vtevq7?format=jpg&name=small'],https://twitter.com/DailyUttamHindu/status/1614277642756435968,PERSON,male,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4215}",-0.4215,neg
1391,1391,Aditya,@Adityaa__18,2023-01-14T15:04:50.000Z,"Aditya
@Aditya__1
·
14 Jan","This scene will make your eyes moist.
Video credit :-
@TNNavbharat
#Joshimath
#Joshimathcrisis
#joshimathsinking
#joshimathlandslide
1
79",,,,1,[],https://twitter.com/Adityaa__18/status/1614277366372786183,PERSON,male,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",0.3818,pos
1393,1393,ashish tiwari,@ashishtiwari08,2023-01-14T15:03:01.000Z,"Ashish Tiwari
@ashishtiwari08
·
14 Jan","Not surprisingly, information about Joshimath has been censored. Citing 'fear', satellite photos of #isro have also been removed. #joshimath
2
1
105",,,2.0,1,['https://pbs.twimg.com/media/FmcQSmSagAMo7xW?format=jpg&name=small'],https://twitter.com/ashishtiwari08/status/1614276907851468802,PERSON,male,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.3586}",-0.3586,neg
1397,1397,Gauraav Aroraa,@GauravA24124128,2023-01-14T14:47:50.000Z,"Gaurav Arora
@gaurav24124128
,
14 Jan","#JoshimathIsSinking
#joshimath
#JoshimathEmergency
@narendramodi
 
@UshaNirmala
 
@AmitShah
 
@MinistryHomeAff
Gaurav Arora
@GauravA24124128
,
Jan 14
#JoshimathIsSinking
Don't mess with nature
Give you the thought of this everyday,
Did not learn from Kedarnath,
Joshi Math explained!
don't mess with nature
Otherwise, where would you find shelter?
If we don't learn now, our personality will fade away.
Your memory will remain forever.
@UshaNirmala
@AmitShah
1
1
61",,,1.0,1,['https://pbs.twimg.com/profile_images/1476189196360450055/erzL5zAo_mini.jpg'],https://twitter.com/GauravA24124128/status/1614273088409206784,PERSON,male,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.5442}",0.5442,pos
1402,1402,Nikhil Lakhwani,@nikhil_lakhwani,2023-01-14T14:22:04.000Z,"Nakhil for my brothers
@nakhilkhon
·
14 Jan","'Crack' story of #Joshimath
4
138",,,,4,['https://pbs.twimg.com/media/FmcG1hmaEAA6n1q?format=jpg&name=small'],https://twitter.com/nikhil_lakhwani/status/1614266603444797440,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1404,1404,Rakeshbhai Patel,@rmpgujju,2023-01-14T14:20:30.000Z,"Rakeshubhai Patel
@Rimpangujju
·
14 John","Replying to 
@timesofindia
If the article is true what are officials under hon CM 
@pushkardhami
 trying to HIDE from the citizens? #NewIndia was supposed to be more TRANSPARENT! Old video of #SushmaSwaraj mentions abt development work ignoring ecology talks abt #Joshimath ! Somebody is CHEATING citizens!
1
1
77",,,1.0,1,[],https://twitter.com/rmpgujju/status/1614266210853720066,PERSON,male,"{'neg': 0.188, 'neu': 0.762, 'pos': 0.051, 'compound': -0.8197}",-0.8197,neg
1406,1406,Kuldeep kathait,@Kuldeepkathai14,2023-01-14T14:16:50.000Z,"Kuldeep Kathait
@Kuldeepkathai14
·
14 Jan","Fault of 
@ntpclimited
 is they never and even today apolozise for keeping #Joshimath out of  affected area of tapovan vishnugad power project
2
70",,,,2,[],https://twitter.com/Kuldeepkathai14/status/1614265286630477825,PERSON,male,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
1411,1411,Hemant Nagrekar,@HemantNagrekar,2023-01-14T13:56:22.000Z,"Hemant Nagarkar
@HemantNagrekar
,
14 Jan","Why is there no environment minister in Uttarakhand government? It was until 2022, but why has the Ministry of Environment been canceled now? Do you remember who is the environment minister in Modi government? Did they go to Joshimath?
When Joshimath is in crisis, should the country worry about the state or not? #joshimath
1
60",,,,1,[],https://twitter.com/HemantNagrekar/status/1614260137447010305,PERSON,male,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.9195}",-0.9195,neg
1416,1416,Manish Kumar Sharma,@ManishK13540050,2023-01-14T13:36:23.000Z,"Manish Kumar Sharma
@ManishK13540050
·
14 Jan","Reply to
@ashokgehlot51
May Lord Badrinath Dham provide strength to all and the Government of India and the Government of Uttarakhand become the support of the common people.
#Joshimath #uttrakhand
76",,,,,[],https://twitter.com/ManishK13540050/status/1614255108656861185,PERSON,male,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.7096}",0.7096,pos
1417,1417,Manish Kumar Sharma,@ManishK13540050,2023-01-14T13:36:19.000Z,"Manish Kumar Sharma
@ManishK13540050
·
14 Jan","May Lord Badrinath Dham provide strength to all and the Government of India and the Government of Uttarakhand become the support of the common people.
#Joshimath #uttrakhand
Ashok Gehlot
@ashokgehlot51
,
Jan 14
The visuals coming in from Joshimath, Uttarakhand are horrifying. Natural calamity and the pain of leaving your home is troubling everyone. I hope that the Government of Uttarakhand and the Central Government will take appropriate steps at the time of this disaster and give strength to the people there.
51",,,,,['https://pbs.twimg.com/profile_images/1562365094830682114/Hk6nxBPq_mini.jpg'],https://twitter.com/ManishK13540050/status/1614255090025787396,PERSON,male,"{'neg': 0.151, 'neu': 0.707, 'pos': 0.142, 'compound': -0.4357}",-0.4357,neg
1418,1418,Praveen Dalal,@IMPraveenDalal,2023-01-14T13:36:13.000Z,"Praveen Dalal
@IMPraveenDalal
·
14 Jan","#JoshimathCrisis: Why are people of #Joshimath complaining when UPI has gone international and #ModiGovt has converted all religious places into tourist spots that would generate income for #FriendsOfGovt? Perhaps Muslim angle and #GlobalWarming have to be added. #DigitalIndia
4
13
15
488",,4.0,13.0,15,['https://pbs.twimg.com/media/Fmb8RqiX0AIVJzj?format=png&name=small'],https://twitter.com/IMPraveenDalal/status/1614255066294124544,PERSON,male,"{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.2023}",-0.2023,neg
1422,1422,Karamveer Bhadana,@Karamveerpali,2023-01-14T13:16:29.000Z,"Karamveer Bhadana
@karmaveerpali
,
14 Jan","Replying to 
@bhadana
#Joshimath
1
66",,,,1,[],https://twitter.com/Karamveerpali/status/1614250099571580928,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1427,1427,Ayaan Ansari (Mohd Salman),@4u_ayaan,2023-01-14T13:03:05.000Z,"Ayan Ansari (Mohd Salman)
@4u_ayaan
·
14 Jan","Reply to
@atulsati1
Now #Joshimath will definitely be saved!

In the first attempt to save #Joshimath from destruction, the government has instructed all its agencies not to share any information regarding the #Joshimath crisis with any media or post it on social media.
1
1
3
211",🍥,1.0,1.0,3,[],https://twitter.com/4u_ayaan/status/1614246728248733697,PERSON,male,"{'neg': 0.176, 'neu': 0.67, 'pos': 0.153, 'compound': -0.3138}",-0.3138,neg
1428,1428,DM Chamoli,@ChamoliDm,2023-01-14T12:41:35.000Z,"Dum Chamoli
@chamolydam
·
14 reported","Health check-up of more than 288 people was done by the district administration through the health department by organizing a multi-specialty free health camp at Joshimath.
@DIPR_UK
 @pushkardhami
 @ANI
 @chamolipolice
 #joshimath
1
16
725",,1.0,,16,['https://pbs.twimg.com/ext_tw_video_thumb/1614241116358062081/pu/img/Qj0EtCvqv6hMgtPH.jpg'],https://twitter.com/ChamoliDm/status/1614241314547322882,PERSON,male,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5106}",0.5106,pos
1434,1434,Ranjeet Rawat,@INCranjeetrawat,2023-01-14T12:32:01.000Z,"Ranjeet Rawat
@INCranjeetrawat
·
Jan 14","What is the stand of the Modi government at the center on the #Joshimathcrisis, it becomes clear from this letter.
@narendramodi
 Ji has no attachment to Hindu religious places, if it were there, such a letter would not have been written at Adi-Shankaracharya's penance. Luxury cruises are not run on Patit Pavani Ganga #Joshimath
2
6
14
612",,2.0,6.0,14,['https://pbs.twimg.com/media/FmbtuLhagAYBh6-?format=jpg&name=small'],https://twitter.com/INCranjeetrawat/status/1614238906689671171,PERSON,male,"{'neg': 0.037, 'neu': 0.881, 'pos': 0.081, 'compound': 0.3818}",0.3818,pos
1436,1436,Ranjan alok,@alok_ranjan99,2023-01-14T12:17:38.000Z,"Ringa throw up
@couples
·
14 Jan","Don't tell anyone anything! Understood...
#joshimath
2
56",,,,2,['https://pbs.twimg.com/media/FmbqcLNaUAIPrLL?format=jpg&name=small'],https://twitter.com/alok_ranjan99/status/1614235289983275008,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1437,1437,zindagi with kiran,@zindagi_kiran,2023-01-14T12:16:01.000Z,"zindgi with kiran
@zindagi_kiran
,
14 Jan","The house that was cherished to hear the screams
#Joshimathcrisis #JoshimathIsSinking #Joshimath #JoshimathEmergency
YouTube #zindagiwithkiran
0:50
39 views
84",,,,,[],https://twitter.com/zindagi_kiran/status/1614234882758291456,PERSON,male,"{'neg': 0.098, 'neu': 0.756, 'pos': 0.147, 'compound': 0.2732}",0.2732,pos
1438,1438,Yogesh Pandey,@Anchor_Yogesh,2023-01-14T12:13:07.000Z,"Yogesh Pandey
@Achhar_Yogesh
·
14 Go","No information should be shared neither with journalists nor on social media!

#JoshimathIsSinking #Joshimath
The following media contains potentially sensitive content. Change settings
view
1
2
86",,,1.0,2,[],https://twitter.com/Anchor_Yogesh/status/1614234149975658496,PERSON,male,"{'neg': 0.173, 'neu': 0.746, 'pos': 0.081, 'compound': -0.4003}",-0.4003,neg
1442,1442,Pramod Sharma,@capksharma,2023-01-14T11:54:12.000Z,"Pramod Sharma
@kapaksama
,
14 Jan","What is the use of 'data' and 'flour' in a nation that has become world-guru…….!!

#Joshimath #Joshimath #Vishwa_Guru

Ban on release of data of sinking Joshimath on government institutions, NDMA said - creating confusion among people
ndtv.in
Ban on releasing data of sinking Joshimath on government institutions, NDMA said - people are creating...
Satellite images taken by the Cartosat-2S satellite and released by ISRO's National Remote Sensing Center revealed that Joshimath had a subsidence of 5.4 cm between December 27 and January 8.
37",,,,,['https://pbs.twimg.com/card_img/1613166602597371907/WrJ5Qtya?format=jpg&name=small'],https://twitter.com/capksharma/status/1614229392204648448,PERSON,male,"{'neg': 0.113, 'neu': 0.862, 'pos': 0.025, 'compound': -0.8309}",-0.8309,neg
1443,1443,Mitul Pradeep,@mitulpradeep,2023-01-14T11:53:05.000Z,"Mitul Pradeep
@mitulpradeep
·
14 Jan","Now it is too late... No one will be spared by Nature... It is the Highest court giving verdict . #Joshimath is the beginning. Everything will crumble including the so called VIKAS..
38",,,,,[],https://twitter.com/mitulpradeep/status/1614229109512744960,PERSON,male,"{'neg': 0.062, 'neu': 0.824, 'pos': 0.114, 'compound': 0.2023}",0.2023,pos
1447,1447,Pawan Singh Negi,@negipavan,2023-01-14T11:31:11.000Z,"Pawan Singh Negi
@negipawan
,
14 Jan","god save joshimath disaster

#Joshimath #JoshimathEmergency #joshimathsinking #pawansinghnegi
https://m.facebook.com/story.php?story_fbid=pfbid02TSijDexCYYw3MQWTRCridhcQfR5Zxy78haPm8m7nVX6SbPa5ngQMRUN2YdqSSsL1l&id=100000947814624&mibextid=Nif5oz…
1
2
91",,1.0,,2,['https://pbs.twimg.com/media/FmbfzTyacAAkWu_?format=jpg&name=small'],https://twitter.com/negipavan/status/1614223597157113856,PERSON,male,"{'neg': 0.25, 'neu': 0.427, 'pos': 0.323, 'compound': 0.0516}",0.0516,pos
1452,1452,prashant k bharti,@bharti001,2023-01-14T10:56:17.000Z,"prashant k bharti
@bharti001
·
14 Jan","Analysis: India’s sinking town a disaster of ignored warnings
https://thethirdpole.net/en/energy/joshimath-disaster-of-ignoring-risks-in-the-himalayas/…
#Joshimath #JoshimathEmergency #disaster #himalayas
thethirdpole.net
Analysis: India’s sinking town a disaster of ignored warnings | The Third Pole
The Joshimath disaster is an outcome of ignoring warnings for years, and is just one example of governments ignoring risks in the Himalayas
1
49",,,,1,['https://pbs.twimg.com/card_img/1614923628977729541/VLAigVim?format=jpg&name=small'],https://twitter.com/bharti001/status/1614214818143285248,PERSON,male,"{'neg': 0.449, 'neu': 0.551, 'pos': 0.0, 'compound': -0.9818}",-0.9818,neg
1453,1453,Jaswinder Singh Bisla,@JaswinderBisla,2023-01-14T10:55:11.000Z,"Jaswinder Singh Bisla
@jaswinderbisla
,
14 Jan","Prayers  #Joshimath
1
3
94",🙏,,1.0,3,[],https://twitter.com/JaswinderBisla/status/1614214540945772545,PERSON,male,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
1454,1454,Sibu Tripathi,@imsktripathi,2023-01-14T10:54:38.000Z,"Sibu Tripathi
@imsktripathi
·
14 Jan","The quiet scenic town is falling under its own weight. How #Joshimath’s biggest geographical feature became its worst curse. An 
@IndiaToday
  immersive story that explores what really happened
#Joshimath #JoshimathSinking 
@rgrahul06
indiatoday.in
The curse of Joshimath
For decades, scientists, and geologists warned that Joshimath was a tragedy waiting to happen and for decades they were ignored. Now, nature is claiming its lands, and the hill town with strategic,...
1
3
3
155",🪂,1.0,3.0,3,['https://pbs.twimg.com/card_img/1613863826767900673/xGTn1baf?format=jpg&name=small'],https://twitter.com/imsktripathi/status/1614214401548251139,PERSON,male,"{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.9661}",-0.9661,neg
